yaḥ soma sakhye tava raraṇat deva martyaḥ tam dakṣaḥ sacate kavi ḥ	O Soma, God, the mortal man who in thy friendship hath delight, Him doth the mighty Sage befriend.
juṣṭaḥ damūnāḥ atithiḥ duroṇe imam naḥ yajñam upa yāhi vidvān viśvā agne abhi yujaḥ vi hatya śatru yatām ā bhara bhojanāni	As dear House-Friend, guest welcome in the dwelling, to this our sacrifice come thou who knowest. And, Agni, having scattered all assailants, bring to us the possessions of our foemen.
vedhena dasyum pra hi cātayasva vayaḥ kr̥ṇvānaḥ tanve svāyai piparṣi yat sahasaḥ putra devān saḥ agne pāhi nr̥ tama vāje asmān	Drive thou away the Dasyu with thy weapon. As, gaining vital power for thine own body, O Son of Strength, the Gods thou satisfiest, so in fight save us, most heroic Agni.
vayam te agne ukthaiḥ vidhema vayam havyaiḥ pāvaka bhadra śoce asme iti rayim viśva vāram sam inva asme iti viśvāni draviṇāni dhehi	May we, O Agni, with our lauds adore thee, and with our gifts, fair-beaming Purifier! Send to us wealth containing all things precious: bestow upon us every sort of riches.
asmākam agne adhvaram juṣasva sahasaḥ sūno iti tri sadhastha havyam vayam deveṣu su kr̥taḥ syāma śarmaṇā naḥ tri varūthena pāhi	Son of Strength, Agni, dweller in three regions, accept our sacrifice and our oblation. Among the Gods may we be counted pious: protect us with a triply-guarding shelter.
viśvāni naḥ duḥ gahā jāta vedaḥ sindhum na nāvā duḥ itā ati parṣi agne atri vat namasā gr̥ṇānaḥ asmākam bodhi avitā tanūnām	Over all woes and dangers, Jâtavedas, bear us as in a boat across a river. Praised with our homage even as Atri praised thee, O Agni, be the guardian of our bodies.
yaḥ tvā hr̥dā kīriṇā manyamānaḥ amaryaḥ johavīmi jāta vedaḥ yaśaḥ asmāsu dhehi pra jābhiḥ agne amr̥ta tvam aśyām	As I, remembering thee with grateful spirit, a mortal, call with might on thee Immortal, Vouchsafe us high renown, O Jâtavedas, and may I be immortal by my children.
yasmai tvam su kr̥te jāta vedaḥ oṁ iti lokam agne kr̥ṇavaḥ syonam aśvinam saḥ putriṇam vīra vantam go mantam rayim naśate svasti	The pious man, O Jâtavedas Agni, to whom thou grantest ample room and pleasure, Gaineth abundant wealth with sons and horses, with heroes and with kine for his well-being.
su samiddhāya śociṣe ghr̥tam tīvram juhotana agnaye jāta vedase	To Agni, Jâtavedas, to the flame, the well-enkindled God, Offer thick sacrificial oil.
narāśaṁsaḥ susūdati imam yajñam adābhyaḥ kaviḥ hi madhu hastyaḥ	He, Narâṣansa, ne'er beguiled, inspiriteth this sacrifice: For sage is he, with sweets in hand.
īl̥itaḥ agne ā vaha indram citram iha priyam su khaiḥ rathebhiḥ ūtaye	Adored, O Agni, hither bring Indra the Wonderful, the Friend, On lightly-rolling car to aid.
ūrṇa mradāḥ vi prathasva abhi arkāḥ anūṣata bhava naḥ śubhra sātaye	Spread thyself out, thou soft as wool The holy hymns have sung to thee. Bring gain to us, O beautiful!
devīḥ dvāraḥ vi śrayadhvam supra ayanāḥ naḥ ūtaye pra pra yajñam pr̥ṇītana	Open yourselves, ye Doors Divine, easy of access for our aid: Fill, more and more, the sacrifice.
supratīke itisu pratīke vayaḥ vr̥dhā yahvī r̥tasya mātarā doṣām uṣasam īmahe	Fair strengtheners of vital power, young Mothers of eternal Law, Morning and Night we supplicate.
vātasya patman īl̥itā daivyā hotārā manuṣaḥ imam naḥ yajñam ā gatam	On the wind's flight come, glorified, ye two celestial Priests of man Come ye to this our sacrifice.
il̥ā sarasvatī mahī tisraḥ devīḥ mayaḥ bhuvaḥ barhiḥ sīdantu asri dhah	lḷâ, Sarasvatî, Mahî, three Goddesses who bring us weal, Be seated harmless on the grass.
śivaḥ tvaṣṭaḥ iha ā gahi vi bhuḥ poṣe uta tmanā yajñe yajñe naḥ ut ava	Rich in all plenty, Tvashṭar, come auspicious of thine own accord Help us in every sacrifice.
yatra vettha vanaspate devānām guhyā nāmāni tatra havyāni gamaya	Vanaspati, wherever thou knowest the Gods' mysterious names, Send our oblations thitherward.
svāhā agnaye varuṇāya svāhā indrāya marut bhyaḥ svāhā devebhyaḥ haviḥ	To Agni and to Varuṇa, Indra, the Maruts, and the Gods, With Svâhâ be oblation brought.
agnim tam manye yaḥ vasuḥ astam yam yanti dhenavaḥ astam avarntaḥ āśavaḥ astam nityāsaḥ vājinaḥ iṣam stotr̥ bhyaḥ ā bhara	I VALUE Agni that good Lord, the home to which the kine return: Whom fleet-foot coursers seek as home, and strong enduring steeds as home. Bring food to those who sing thy praise.
saḥ agniḥ yaḥ vasuḥ gr̥ṇe sam yam āyanti dhenavaḥ sam arvantaḥ raghu druvaḥ sam su jātāsaḥ sūraya iṣam stotr̥ bhyaḥ ā bhara	'Tis Agni whom we laud as good, to whom the milch-kine come in herds, To whom the chargers swift of foot, to whom our well-born princes come. Bring food to those who sing thy praise.
agniḥ hi vājinam viśe dadāti viśva carṣaṇiḥ agniḥ rāye su ābhuvam saḥ prītaḥ yāti vāryam iṣam stotr̥ bhyaḥ ā bhara	Agni the God of all mankind, gives, verily, a steed to man. Agni gives precious gear for wealth, treasure he gives when he is pleased. Bring food to those who sing thy praise.
ā te agne idhīmahi dyu mantam deva ajaram yat ha syā te panīyasī sam it dīdayati dyavi iṣam stotr̥ bhyaḥ ā bhara	God, Agni, we will kindle thee, rich in thy splendour, fading not, So that this glorious fuel may send forth by day its light for thee. Bring food to those who sing thy praise.
ā te agne r̥cā haviḥ śukrasya śociṣaḥ pate su candra dasma viśpate havya vāṭ tubhyam hūyate iṣam stotr̥ bhyaḥ ā bhara	To thee the splendid, Lord of flame, bright, wondrous, Prince of men, is brought. Oblation with the holy verse, O Agni, bearer of our gifts. Bring food to those who sing thy praise.
pro iti tye agnayaḥ agniṣu viśvam puṣyanti vāryam te hinvire te invire te iṣaṇyanti ānuṣak iṣam stotr̥ bhyaḥ ā bhara	These Agnis in the seats of the fire nourish each thing most excellent. They give delight, they spread abroad, they move themselves continually. Bring food to those who sing thy praise.
tava tye agne arcayaḥ mahi vrādhanta vājinaḥ ye patva bhiḥ śaphānām vrajā bhuranta gonām iṣam stotr̥ bhyaḥ ā bhara	Agni, these brilliant flames of thine wax like strong chargers mightily, Who with the treadings of their hoofs go swiftly to the stalls of kine. Bring food to those who sing thy praise.
navāḥ naḥ agne ā bhara stotr̥ bhyaḥ su kṣitīḥ iṣaḥ te syāma ye ānr̥cuḥ tvādūtāsaḥ dame dame iṣam stotr̥ bhyaḥ ā bhara	To us who laud thee, Agni, bring fresh food and safe and happy homes. May we who have sung hymns to thee have thee for envoy in each house. Bring food to those who sing thy praise.
ubhe su candra sarpiṣaḥ darvī iti śrīṇīṣe āsani uto iti naḥ ut pupūryāḥ ukthyeṣu śavasaḥ pate iṣam stotr̥ bhyaḥ ā bhara	Thou, brilliant God, within thy mouth warmest both ladies of the oil. So fill us also, in our hymns, abundantly, O Lord of Strength,Bring food to those who sing thy praise.
eva agnim ajuryamuḥ gīḥ bhiḥ yajñebhiḥ ānuṣak dadhat asme iti su vīryam uta tyat āśu aśvyam iṣam stotr̥ bhyaḥ ā bhara	Thus Agni have we duly served with sacrifices and with hymns. So may he give us what we crave, store of brave sons and fleet-foot steeds. Bring food to those who sing thy praise.
sakhāyaḥ sam vaḥ samyañcam iṣam stomam ca agnaye varṣiṣṭhāya kṣi tīnām ūrjaḥ naptre sahasvate	OFFER to Agni, O my friends, your seemly food, your seemly praise; To him supremest o'er the folk, the Son of Strength, the mighty Lord:
kutra cit yasya sam r̥tau raṇvāḥ naraḥ nr̥ sadane arhantaḥ cit yam indhate sam janayanti jantavaḥ	Him in whose presence, when they meet in full assembly, men rejoice; Even him whom worthy ones inflame, and living creatures bring to life.
sam yat iṣaḥ vanāmahe sam havyā mānuṣāṇām uta dyumnasya śavasā r̥tasya raśmim ā dade	When we present to him the food and sacrificial gifts of men, He by the might of splendour grasps the holy Ordinance's rein.
saḥ sma kr̥ṇoti ketum ā naktam cit dūre ā sate pāvakaḥ yat vanaspatīn pra sma mināti ajaraḥ	He gives a signal in the night even to him who is afar, When he, the Bright, unchanged by eld, consumes the sovrans of the wood.
ava sma yasya veṣaṇe svedam pathiṣu juhvati abhi īm aha sva jenyam bhūma pr̥ṣṭāiva ruruhuḥ	He in whose service on the ways they offer up their drops of sweat, On him is their high kin have they mounted, as ridges on the earth.
yam martyaḥ puru spr̥ham vidat viśvasya dhāyase pra svādanam pitūnām asta tātim cit āyave	Whom, sought of many, mortal man hath found to be the Stay of all; He who gives flavour to our food, the home of every man that lives.
saḥ hi ṣma dhanva ākṣitam dātā na dāti ā paśuḥ hiri śmaśruḥ śuci dan r̥bhuḥ anibhr̥ṣṭa taviṣiḥ	Even as a herd that crops the grass he shears the field and wilderness, With flashing teeth and beard of gold, deft with his unabated might.
śuciḥ sma yasmai atri vat pra svadhitiḥ iva rīyate su sūḥ asūta mātā krāṇā yat ānaśe bhagam	For him, to whom, bright as an axe he, as to Atri, hath flashed forth, Hath the well-bearing Mother borne, producing when her time is come.
ā yaḥ te sarpiḥ āsute agne śam asti dhāyase ā eṣu dyumnam uta śravaḥ ā cittam martyeṣu dhāḥ	Agni to whom the oil is shed by him thou lovest to support, Bestow upon these mortals fame and splendour and intelligence.
iti cit manyum adhrijaḥ tvādātam ā paśum dade āt agne apr̥ṇataḥ atriḥ sasahyāt dasyūn iṣaḥ sasahyāt nr̥r̥n	Such zeal hath he, resistless one: he gained the cattle given by thee. Agni, may Atri overcome the Dasyus who bestow no gifts, subdue the men who give no food.
tvām agne r̥ta yavaḥ sam īdhire pratnam pratnāsaḥ ūtaye sahaḥ kr̥ta puru candram yajatam viśva dhāyasam damūnasam gr̥ha patim vareṇyam	O AGNI urged to strength, the men of old who loved the Law enkindled thee, the Ancient, for their aid, Thee very bright, and holy, nourisher of all, most excellent, the Friend and Master of the home.
tvām agne atithim pūrvyam viśaḥ śociḥ keśam gr̥ha patim ni sedire br̥hat ketum puru rūpam dhana spr̥tam su śarmāṇam su avasam jarat viṣam	Thee, Agni, men have stablished as their guest of old, as Master of the household, thee, with hair of flame; High-bannered, multiform, distributor of wealth, kind helper, good protector, drier of the floods.
tvām agne mānuṣīḥ īl̥ate viśaḥ hotrāvidam vivicim ratna dhātamam guhā santam su bhaga viśva darśatam tuvi svaṇasam su yajam ghr̥ta śr iyam	The tribes of men praise thee, Agni, who knowest well burnt offerings, the Discerner, lavishest of wealth, Dwelling in secret, Blest One! visible to all, loud-roaring, skilled in worship, glorified with oil.
tvām agne dharṇasim viśva dhā vayam gīḥ bhiḥ gr̥ṇantaḥ namasā upa sedima saḥ naḥ juṣasva sam idhānaḥ aṅgiraḥ devaḥ martasya yaśasā sudīti bhiḥ	Ever to thee, O Agni, as exceeding strong have we drawn nigh with songs and reverence singing hymns. So be thou pleased with us, Angiras! as a God enkindled by the noble with man's goodly light.
tvam agne puru rūpaḥ viśe viśe vayaḥ dadhāsi pratna thā purustuta purūṇi annā sahasā vi rājasi tviṣiḥ sā te titviṣāṇasya na ādhr̥ṣe	Thou, Agni! multiform, God who art lauded much! givest in every house subsistence as of old. Thou rulest by thy might o'er food of many a sort: that light of thine when blazing may not be opposed.
tvām agne sam idhānam yaviṣṭhya devāḥ dūtam cakrire havya vāhanam uru jrayasam ghr̥ta yonim āhutam tveṣam cakṣuḥ dadhire codayat mati	The Gods, Most Youthful Agni, have made thee, inflamed, the bearer of oblations and the messenger. Thee, widely-reaching, homed in sacred oil, invoked, effulgent, have they made the Eye that stirs the thought.
tvām agne pra divaḥ āhutam ghr̥taiḥ sumna yavaḥ su samidhā sam īdhire saḥ vavr̥dhānaḥ oṣadhī bhiḥ ukṣitaḥ abhi jrayāṁsi pārthivā vi t iṣṭhase	Men seeking joy have lit thee worshipped from of old, O Agni, with good fuel and with sacred oil. So thou, bedewed and waxing mighty by the plants, spreadest thyself abroad over the realms of earth.
tvām agne haviṣmantaḥ devam martāsaḥ īl̥ate manye tvā jāta vedasam saḥ havyā vakṣi ānuṣak	BEARING; oblations mortal men, O Agni, worship thee the God. I deem thee Jâtavedas: bear our offerings, thou, unceasingly.
agniḥ hotā dāsvataḥ kṣayasya vr̥kta barhiṣaḥ sam yajñāsaḥ carant i yam sam vājāsaḥ śravasyavaḥ	In the man's home who offers gifts, where grass is trimmed, Agni is Priest, To whom all sacrifices come and strengthenings that win renown.
uta sma yam śiśum yathā navam janiṣṭa araṇī iti dhartāram mānuṣīṇām viśām agnim su adhvaram	Whom, as an infant newly-born, the kindling-sticks have brought to life, Sustainer of the tribes of men, skilled in well-ordered sacrifice.
uta sma duḥ gr̥bhīyase putraḥ na hvāryāṇām puru yaḥ dagdhā asi vanā agne paśuḥ na yavase	Yea, very hard art thou to grasp, like offspring of the wriggling snakes, When thou consumest many woods like an ox, Agni, in the mead.
adha sma yasya arcayaḥ samyak sam yanti dhūminaḥ yat īmahe tr itaḥ divi upa dhmātāiva dhamati śiśīte dhmātari yathā	Whose flames, when thou art sending forth the smoke, completely reach the mark, When Trita in the height of heaven, like as a smelter fanneth thee, e'en as a smelter sharpeneth thee.
tava aham agne ūti bhiḥ mitrasya ca praśasti bhiḥ dveṣaḥ yutaḥ na duḥ itā turyāma martyānām	O Agni, by thy succour and by Mitra's friendly furtherance, May we, averting hate, subbue the wickedness of mortal men.
tat naḥ agne abhi naraḥ rayim sahasvaḥ ā bhara saḥ kṣepayat saḥ poṣayat bhuvat vājasya sātaye uta edhi naḥ vr̥dhe	O Agni, to our heroes bring such riches, thou victorious God. May he protect and nourish us, and help in aining strength: be thou near us in 6rht for our success.
agne ojiṣṭham ā bhara dyumnam asmabhyam adhrigo ity adhri go pra naḥ rāyā parīṇasā ratsi vājāya panthām	BRING us most mighty splendour thou, Agni, resistless on thy way. With overflowing store of wealth mark out for us a path to strength.
tvam naḥ agne adbhuta kratvā dakṣasya maṁhanā tve iti asuryam ā aruhat krāṇā mitraḥ na yajñiyaḥ	Ours art thou, wondrous Agni, bywisdom and bounteousness of power. The might of Asuras rests on thee, like Mitra worshipful in act.
tvam naḥ agne eṣām gayam puṣṭim ca vardhaya ye stomebhiḥ pra sūrayaḥ naraḥ maghāni ānaśuḥ	Agni, increase our means of life, increase the house and home of these, The men, the princes who have won great riches through our hymns of praise.
ye agne candra te giraḥ śumbhanti aśva rādhasaḥ śuṣmebhiḥ śuṣmiṇaḥ naraḥ divaḥ cit yeṣām br̥hat su kīrtiḥ bodhati tmanā	Bright Agni, they who deck their songs for thee have horses as their meed. The men are mighty in their might, they whose high laud, as that of heaven, awakes thee of its own accord.
